title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
Physical human-robot collaboration for object co-manipulation based on adaptable compliant control,2026,10.70675/5f846806zfb7ez460ez9245z58c38173894a,https://doi.org/10.70675/5f846806zfb7ez460ez9245z58c38173894a,safe probing robot manipulation uncertainty,"Collaboration physique homme-robot pour la co-manipulation d'objets basée sur la commande compliante adaptable Au cours des dernières décennies, l'industrie a évolué afin d'augmenter la productivité, d'améliorer la qualité et de réduire les dangers auxquels sont exposés les opérateurs. En ce sens, l'utilisation des robots a évolué au fil du temps, tout en acquérant toujours plus d'importance, grâce à leur précision, leur force accrue et leur possibilité de répéter des mouvements d'une grande précision. Au vu de l’évolution constante des technologies actuelles, il est également possible d'imaginer de nouveaux défis et des tâches plus complexes qui pourraient être accomplis par les robots. Par exemple, ces derniers pourraient travailler dans un environnement beaucoup plus varié, sans avoir besoin d'être isolés dans des zones sécurisées. Pour que ce scénario soit possible et réaliste, les i",embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
3D visualization and interactive image manipulation for surgical planning in robot-assisted surgery,2026,10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,https://doi.org/10.70675/6950032fzf0e7z44d5z8679z39c988e1327b,safe probing robot manipulation uncertainty,"Visualisation 3D et traitement d’images interactif pour l’assistance au placement des bras d’un robot chirurgical La chirurgie robotisée a été développée pour pallier les difficultés de la chirurgie laparoscopique. Le robot da Vinci (Intuitive Surgical) est largement répandu dans les hôpitaux nord-américains et européens pour la chirurgie abdominale. Basé sur de la téléopération, il améliore la dextérité et la précision des opérations en chirurgie mini-invasive. Cependant, des recommandations incomplètes et des défauts ergonomiques du système, pour positionner les bras du robot à la surface l’abdomen du patient avant l’opération, créent un des principaux problèmes de la chirurgie robotisée : des organes inatteignables ou des collisions entre les instruments pendant l’opération. L’objectif de ces travaux de recherche est de proposer une nouvelle méthode de placement des bras du robot basé",active-probing|embodied-manipulation|planning-control,6,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"When the Robot Says “No”: The Impact of Robot Agreement and Disagreement on User's Trust, Perceived Expertise and Compliance",2025,10.31234/osf.io/2m89h,https://doi.org/10.31234/osf.io/2m89h,robot world model ensemble disagreement,"As social robots engage in increasingly complex interactions with humans, understanding the impact of their conversational behaviors on trust and compliance becomes essential. This study investigates how a robot’s agreement, disagreement, or neutral response to human opinions affects trust, perceived expertise, and compliance behaviors, such as data sharing and monetary donations. A total of 241 participants interacted with the humanoid robot Pepper across conditions that varied by the robot's response type (agreement, disagreement, or neutrality) and the conversational topic (human-centric vs. technical).The results demonstrated that robot disagreement significantly reduced trust and perceived expertise, as well as the willingness to share personal data, compared to agreement or neutral responses. However, no differences were observed in trust, expertise perception, or compliance behavi",model-disagreement|active-probing,6,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-Robot Trajectory Planning under Stochastic Uncertainty via Linearized Chance Constraints,2025,10.1109/cac67268.2025.11487591,https://doi.org/10.1109/cac67268.2025.11487591,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Learning-Augmented Model-Based Multi-Robot Planning for Time-Critical Search and Inspection Under Uncertainty,2025,10.1109/case58245.2025.11163899,https://doi.org/10.1109/case58245.2025.11163899,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Local Planning for an Autonomous Mobile Robot to Reduce Pedestrian Uncertainty,2025,10.23919/sicefes67750.2025.11236593,https://doi.org/10.23919/sicefes67750.2025.11236593,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Collision-Free Trajectory Planning for Multi-Robot Systems Under Stochastic Uncertainty,2025,10.23919/ccc64809.2025.11178935,https://doi.org/10.23919/ccc64809.2025.11178935,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robot Path Planning for Monitoring Dynamic Environment by Predictive Uncertainty Minimization Using Gaussian Process Regression,2025,10.1109/icce63647.2025.10930078,https://doi.org/10.1109/icce63647.2025.10930078,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Towards Damage‐Less Robotic Fragile Fruit Grasping: A Systematic Review on System Design, End Effector, and Visual and Tactile Feedback",2025,10.1002/rob.70021,https://doi.org/10.1002/rob.70021,visual tactile world model ensemble robotics,"ABSTRACT For fragile and delicate fruit in agricultural production, damageless robotic grasping is still an open problem. In this review, we aim to synthesize existing studies and provide insights on this issue. Compared with other related reviews, we focus on fragile fruit and damage problems, and cover more complete stages and technical aspects. The referenced studies were divided into two categories according to their stages, including picking and harvesting in the preharvest stage, and uploading and packaging in the postharvest stage. In this context, the systematic literature review method was adopted for literature collection and selection. The references were classified into four categories according to their technical aspects: system design, end effector, visual feedback, and tactile feedback. Additionally, recent progress in commercial products and companies was also investigate",embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Co-Training Multimodal World Models and Diffusion-Guided Policies for Zero-Shot Contact- Rich Manipulation,2025,10.21203/rs.3.rs-7347334/v1,https://doi.org/10.21203/rs.3.rs-7347334/v1,contact-rich manipulation world model uncertainty,"Abstract This study presents MWM‑DD (Multimodal World Model–Diffusion Decision), a unified control architecture that couples: (i) a vision–tactile–proprioceptive encoder aligned in a shared predictive latent; (ii) a Transformer‑VAE world model that captures latent dynamics and rewards; and (iii) a constraint‑ and value‑guided diffusion decision module realized as a receding‑horizon controller. The system is trained end‑to‑end using reconstruction and Kullback–Leibler (KL) annealing, cross‑modal InfoNCE, and a diffusion ELBO objective, plus kernel‑based off‑policy improvements and domain randomization. Across CALVIN (language‑conditioned rearrangements), FurnitureBench (multi‑stage assemblies), and the Functional Manipulation Benchmark (FMB; single‑ and multi‑object assemblies), the approach achieves state‑of‑the‑art zero‑shot performance and transfers to a Franka Panda + DIGIT platform w",world-model|embodied-manipulation|planning-control|sim2real,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
BiTLA: A Bimanual Tactile-Language-Action Model for Contact-Rich Robotic Manipulation,2025,10.1145/3728485.3759237,https://doi.org/10.1145/3728485.3759237,contact-rich manipulation world model uncertainty,,embodied-manipulation,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A physically consistent stiffness formulation for contact-rich manipulation,2025,10.1177/02783649251393332,https://doi.org/10.1177/02783649251393332,contact-rich manipulation world model uncertainty,"Ensuring symmetric stiffness in impedance-controlled robots is crucial for physically meaningful and stable interaction in contact-rich manipulation. Conventional approaches neglect the change of basis vectors in curved spaces, leading to an asymmetric joint-space stiffness matrix that violates passivity and conservation principles. In this work, we derive a physically consistent, symmetric joint-space stiffness formulation directly from the task-space stiffness matrix by explicitly incorporating Christoffel symbols. This correction resolves long-standing inconsistencies in stiffness modeling, ensuring energy conservation and stability. We validate our approach experimentally on a robotic system, demonstrating that omitting these correction terms results in significant asymmetric stiffness errors. Our findings bridge theoretical insights with practical control applications, offering a ro",embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Learning Variable Impedance Control for Contact-rich Robotics Manipulation with Guaranteed Passivity,2025,10.1016/j.ifacol.2025.10.191,https://doi.org/10.1016/j.ifacol.2025.10.191,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
FoAR: Force-Aware Reactive Policy for Contact-Rich Robotic Manipulation_supp1-3560871.mp4,2025,10.1109/lra.2025.3560871/mm1,https://doi.org/10.1109/lra.2025.3560871/mm1,contact-rich manipulation world model uncertainty,,active-probing|embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
AREPO: Uncertainty-Aware Robot Ensemble Learning Under Extreme Partial Observability,2025,10.1109/lra.2025.3554451,https://doi.org/10.1109/lra.2025.3554451,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,6,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
AREPO: Uncertainty-Aware Robot Ensemble Learning Under Extreme Partial Observability_supp1-3554451.mp4,2025,10.1109/lra.2025.3554451/mm1,https://doi.org/10.1109/lra.2025.3554451/mm1,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,6,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Reinforcement learning-based dynamic field exploration and reconstruction using multi-robot systems for environmental monitoring,2025,10.3389/frobt.2025.1492526,https://doi.org/10.3389/frobt.2025.1492526,robot exploration uncertainty active learning,"In the realm of real-time environmental monitoring and hazard detection, multi-robot systems present a promising solution for exploring and mapping dynamic fields, particularly in scenarios where human intervention poses safety risks. This research introduces a strategy for path planning and control of a group of mobile sensing robots to efficiently explore and reconstruct a dynamic field consisting of multiple non-overlapping diffusion sources. Our approach integrates a reinforcement learning-based path planning algorithm to guide the multi-robot formation in identifying diffusion sources, with a clustering-based method for destination selection once a new source is detected, to enhance coverage and accelerate exploration in unknown environments. Simulation results and real-world laboratory experiments demonstrate the effectiveness of our approach in exploring and reconstructing dynamic",active-probing|planning-control,6,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
COBRA-PPM: A Causal Bayesian Reasoning Architecture Using Probabilistic Programming for Robot Manipulation Under Uncertainty,2025,10.1109/ecmr65884.2025.11163313,https://doi.org/10.1109/ecmr65884.2025.11163313,safe probing robot manipulation uncertainty,,uncertainty|embodied-manipulation,6,choosing robot actions under model uncertainty,Bayesian uncertainty,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty-Guided Robotic Manipulation Through Variational Information Bottleneck in Imitation Learning,2025,10.1109/lra.2025.3615539,https://doi.org/10.1109/lra.2025.3615539,safe probing robot manipulation uncertainty,,uncertainty|embodied-manipulation,6,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Curvature-Constrained Motion Planning and Control for Traffic Cone Manipulation Robot,2025,10.5220/0013720700003982,https://doi.org/10.5220/0013720700003982,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Human-Robot Collaboration Controller Utilizing Confidence for Disagreement Adjustment_supp1-3370025.mp4,2024,10.1109/tro.2024.3370025/mm1,https://doi.org/10.1109/tro.2024.3370025/mm1,robot world model ensemble disagreement,,model-disagreement|planning-control,6,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Doxo-Physical Planning: A New Paradigm for Safe and Efficient Human-Robot Interaction under Uncertainty,2024,10.1145/3610978.3638361,https://doi.org/10.1145/3610978.3638361,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty-Aware Robot Control via Model-Based Reinforcement Learning,2024,10.1109/nnice61279.2024.10498155,https://doi.org/10.1109/nnice61279.2024.10498155,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A context-aware real-time human-robot collaborating reinforcement learning-based disassembly planning model under uncertainty,2024,10.1080/00207543.2023.2252526,https://doi.org/10.1080/00207543.2023.2252526,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
MoDem-V2: Visuo-Motor World Models for Real-World Robot Manipulation,2024,10.1109/icra57147.2024.10611121,https://doi.org/10.1109/icra57147.2024.10611121,sim-to-real world model ensemble robot,,world-model|embodied-manipulation,6,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Motion Planning Strategy for Reactive Space Robot Based on Sampling Model Predictive Control,2024,10.52202/078367-0052,https://doi.org/10.52202/078367-0052,model predictive control ensemble disagreement robot,,active-probing|planning-control,6,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Loco-manipulation with non-impulsive contact-implicit planning in a slithering robot,2024,10.17760/d20659798,https://doi.org/10.17760/d20659798,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
ActNeRF: Uncertainty-aware Active Learning of NeRF-based Object Models for Robot Manipulators using Visual and Re-orientation Actions,2024,10.1109/iros58592.2024.10801767,https://doi.org/10.1109/iros58592.2024.10801767,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-Robot Autonomous Exploration and Mapping Under Localization Uncertainty with Expectation-Maximization,2024,10.1109/icra57147.2024.10611495,https://doi.org/10.1109/icra57147.2024.10611495,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
MULAN-WC: Multi-Robot Localization Uncertainty-aware Active NeRF with Wireless Coordination,2024,10.1109/iros58592.2024.10801839,https://doi.org/10.1109/iros58592.2024.10801839,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Field Robot Self-Exploration Based on Deep Reinforcement Learning and Obstacle Avoidance Strategy,2024,10.21203/rs.3.rs-4343274/v1,https://doi.org/10.21203/rs.3.rs-4343274/v1,robot exploration uncertainty active learning,"Abstract This paper addresses the challenges posed by deep reinforcement learning (DRL) algorithms when deployed for reactive robotic navigation in agricultural settings. These challenges include the complexity of network models, extensive parameterization, substantial computational demands, and susceptibility to local optima. The intricacies of farmland environments further complicate the application of conventional indoor navigation methods, which falter in tasks such as crop monitoring and interaction with humans. To overcome these obstacles, we introduce the Field Robot Autonomous Navigation System (FRANS), which employs DRL to facilitate the autonomous exploration of unknown farmlands by robots. FRANS is composed of two primary modules: Global Navigation (GN) and Local Navigation (LN). The GN module sets destination points and implements a robust control mechanism to navigate the ro",active-probing|planning-control,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Field Robot Self-Exploration Based on Deep Reinforcement Learning and Safety Control Mechanism,2024,10.21203/rs.3.rs-4254664/v1,https://doi.org/10.21203/rs.3.rs-4254664/v1,robot exploration uncertainty active learning,"Abstract This paper aims to address the issues that arise when using deep reinforcement learning algorithms for reactive robotic navigation in farmland environments. These challenges include complex network models, a large number of parameters, significant computational requirements, and the possibility of being vulnerable to local optimal solutions. Moreover, the complexity of the farmland environment poses a challenge to the existing indoor reactive navigation methods, which struggle to meet the requirements of tasks such as crop protection and human cooperation.To address these issues, the paper proposes the Field Robot Autonomous Navigation System (FRANS), which utilizes Deep Reinforcement Learning (DRL) to enable farmland robots to autonomously explore unknown environments. The system consists of two modules: Global Navigation (GN) and Local Navigation (LN). The GN module establishe",active-probing|planning-control,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Utilizing sensory uncertainty detection for robot health monitoring and performing active perception adaptation,2024,10.1007/978-3-658-45699-3_21,https://doi.org/10.1007/978-3-658-45699-3_21,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Human Uncertainty-Aware MPC for Enhanced Human-Robot Collaborative Manipulation,2024,10.1109/icps59941.2024.10640020,https://doi.org/10.1109/icps59941.2024.10640020,safe probing robot manipulation uncertainty,,uncertainty|embodied-manipulation,6,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Enhancing Adaptability and Autonomy in Cooperative Selective Compliance Assembly Robot Arm Robots: Implementation of Coordination and Rapidly Exploring Random Tree Algorithms for Safe and Efficient Manipulation Tasks,2024,10.3390/app14156804,https://doi.org/10.3390/app14156804,safe probing robot manipulation uncertainty,"In this study, a cooperative robotic system comprising two Selective Compliance Assembly Robot Arm (SCARA) robots was developed and simulated. An algorithm was proposed for the coordination of robots in cooperative tasks, along with a Rapidly exploring Random Tree (RRT) path planner for obstacle avoidance. The proposed system proved effective in transferring objects between robots and in handling various scenarios of variable complexity without collisions. The implementation of advanced trajectory planning and coordination algorithms significantly improves the adaptability and autonomy of robotic systems, allowing robots to predict and react to the movements of their counterparts and changes in the environment in real time. This capability is crucial for maintaining a safe and efficient work environment. The importance of synchronization and effective communication between robots is high",embodied-manipulation|planning-control|sim2real,6,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Task-Constrained Motion Planning Considering Uncertainty-Informed Human Motion Prediction for Human–Robot Collaborative Disassembly_supp1-3275316.mp4,2023,10.1109/tmech.2023.3275316/mm1,https://doi.org/10.1109/tmech.2023.3275316/mm1,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Model-Based Reasoning under Uncertainty for Reliable Robot Mission Planning,2023,10.4204/eptcs.391.2,https://doi.org/10.4204/eptcs.391.2,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Social robot response to negative emotions as a PDDL planning problem in the presence of uncertainty,2023,10.15199/48.2023.08.06,https://doi.org/10.15199/48.2023.08.06,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Non-Prehensile Manipulation Actions and Visual 6D Pose Estimation for Fruit Grasping Based on Tactile Sensing,2023,10.3390/robotics12040092,https://doi.org/10.3390/robotics12040092,visual tactile world model ensemble robotics,"Robotic manipulation in cluttered environments is one of the challenges roboticists are currently facing. When the objects to handle are delicate fresh fruits, grasping is even more challenging. Detecting and localizing fruits with the accuracy necessary to grasp them is very difficult due to the large variability in the aspect and dimensions of each item. This paper proposes a solution that exploits a state-of-the-art neural network and a novel enhanced 6D pose estimation method that integrates the depth map with the neural network output. Even with an accurate localization, grasping fruits with a suitable force to avoid slippage and damage at the same time is another challenge. This work solves this issue by resorting to a grasp controller based on tactile sensing. Depending on the specific application scenario, grasping a fruit might be impossible without colliding with other objects ",embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Sim-to-real via latent prediction: Transferring visual non-prehensile manipulation policies,2023,10.3389/frobt.2022.1067502,https://doi.org/10.3389/frobt.2022.1067502,sim-to-real world model ensemble robot,"Reinforcement Learning has been shown to have a great potential for robotics. It demonstrated the capability to solve complex manipulation and locomotion tasks, even by learning end-to-end policies that operate directly on visual input, removing the need for custom perception systems. However, for practical robotics applications, its scarce sample efficiency, the need for huge amounts of resources, data, and computation time can be an insurmountable obstacle. One potential solution to this sample efficiency issue is the use of simulated environments. However, the discrepancy in visual and physical characteristics between reality and simulation, namely the sim-to-real gap, often significantly reduces the real-world performance of policies trained within a simulator. In this work we propose a sim-to-real technique that trains a Soft-Actor Critic agent together with a decoupled feature extr",world-model|embodied-manipulation|planning-control|sim2real,6,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
In-Hand Object Classification and Pose Estimation With Sim-to-Real Tactile Transfer for Robotic Manipulation_supp1-3334971.mp4,2023,10.1109/lra.2023.3334971/mm1,https://doi.org/10.1109/lra.2023.3334971/mm1,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,6,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Sim-to-Real Surgical Robot Learning and Autonomous Planning for Internal Tissue Points Manipulation Using Reinforcement Learning,2023,10.1109/lra.2023.3254860,https://doi.org/10.1109/lra.2023.3254860,sim-to-real world model ensemble robot,,embodied-manipulation|planning-control|sim2real,6,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Implicit contact-rich manipulation planning for a manipulator with insufficient payload,2023,10.1108/ria-02-2023-0018,https://doi.org/10.1108/ria-02-2023-0018,contact-rich manipulation world model uncertainty,"Purpose This paper aims to study using a mobile manipulator with a collaborative robotic arm component to manipulate objects beyond the robot’s maximum payload. Design/methodology/approach This paper proposes a single-short probabilistic roadmap-based method to plan and optimize manipulation motion with environment support. The method uses an expanded object mesh model to examine contact and randomly explores object motion while keeping contact and securing affordable grasping force. It generates robotic motion trajectories after obtaining object motion using an optimization-based algorithm. With the proposed method’s help, the authors plan contact-rich manipulation without particularly analyzing an object’s contact modes and their transitions. The planner and optimizer determine them automatically. Findings The authors conducted experiments and analyses using simulations and real-world ",embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Unified Human–Robot–Environment Interaction Control in Contact-Rich Collaborative Manipulation Tasks via Model-Based Reinforcement Learning,2023,10.1109/tie.2022.3227279,https://doi.org/10.1109/tie.2022.3227279,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contact-rich SE(3)-Equivariant Robot Manipulation Task Learning via Geometric Impedance Control_supp1-3346748.mp4,2023,10.1109/lra.2023.3346748/mm1,https://doi.org/10.1109/lra.2023.3346748/mm1,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,6,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Optimization-Based Disassembly Sequence Planning Under Uncertainty for Human–Robot Collaboration,2023,10.1115/1.4055901,https://doi.org/10.1115/1.4055901,robot foundation model uncertainty action planning,"Abstract Disassembly is an essential step for remanufacturing end-of-life (EOL) products. Optimization of disassembly sequences and the utilization of robotic technology could alleviate the labor-intensive nature of dismantling operations. This study proposes an optimization framework for disassembly sequence planning under uncertainty considering human–robot collaboration. The proposed framework combines three attributes: disassembly cost, safety, and complexity of disassembly, namely disassembleability, to identify the optimal disassembly path and allocate operations between human and robot. A multi-attribute utility function is used to address uncertainty and make a tradeoff among multiple attributes. The disassembly time reflects the cost of disassembly which is assumed to be an uncertain parameter with a Beta distribution; the disassembleability evaluates the feasibility of conducti",uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Task-Constrained Motion Planning Considering Uncertainty-Informed Human Motion Prediction for Human–Robot Collaborative Disassembly,2023,10.1109/tmech.2023.3275316,https://doi.org/10.1109/tmech.2023.3275316,robot foundation model uncertainty action planning,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
