title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
Reactive Model Predictive Contouring Control for Robot Manipulators,2025,10.1109/iros60139.2025.11247346,https://doi.org/10.1109/iros60139.2025.11247346,model predictive control ensemble disagreement robot,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Physics-Informed Neural Network-Based Adaptive Model Predictive Control for Visual Servoing of Robot Manipulators,2025,10.1109/precede63178.2025.11131068,https://doi.org/10.1109/precede63178.2025.11131068,model predictive control ensemble disagreement robot,,planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Dynamic Coordination: Advancing Multi-Robot Vehicle Control Through Nonlinear Model Predictive Controllers,2025,10.52783/jisem.v10i38s.6827,https://doi.org/10.52783/jisem.v10i38s.6827,model predictive control ensemble disagreement robot,"Dynamic coordination in multi-robots aims to achieve autonomous navigation with an effective obstacle avoidance mechanism. One of the main challenges associated with multi-robot coordination is handling the changes in the unknown environments. It is important to design an efficient coordination system which can provide reliable and safe path planning for a multi-robot system in a dynamic environment. This research presents an advanced approach for multi-robot coordination using nonlinear model predictive control (NLMPC) framework. Unlike linear MPCs, NLMPCs are highly effective in controlling nonlinear dynamics such as input/output constraints and robot parameters. In this research, the NLMPC strategy is used to train the robots to find targets and reach the destination by avoiding obstacles in the dynamic environment. The coordination mechanism and path planning approach employed in thi",planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
ToMPC: Task-Oriented Model Predictive Control Via ADMM for Safe Robotic Manipulation_supp1-3579205.mp4,2025,10.1109/lra.2025.3579205/mm1,https://doi.org/10.1109/lra.2025.3579205/mm1,model predictive control ensemble disagreement robot,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
FORGE: Force-Guided Exploration for Robust Contact-Rich Manipulation Under Uncertainty,2025,10.1109/lra.2025.3551637,https://doi.org/10.1109/lra.2025.3551637,contact-rich manipulation world model uncertainty,,uncertainty|active-probing|embodied-manipulation,5,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
FORGE: Force-Guided Exploration for Robust Contact-Rich Manipulation Under Uncertainty_supp1-3551637.mp4,2025,10.1109/lra.2025.3551637/mm1,https://doi.org/10.1109/lra.2025.3551637/mm1,contact-rich manipulation world model uncertainty,,uncertainty|active-probing|embodied-manipulation,5,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Quasi-static contact-rich manipulation using dynamic movement primitives and haptic potential map,2025,10.1017/dce.2025.10021,https://doi.org/10.1017/dce.2025.10021,contact-rich manipulation world model uncertainty,"Abstract Robots need a sense of touch to handle objects effectively, and force sensors provide a straightforward way to measure touch or physical contact. However, contact force data are typically sparse and difficult to analyze, as it only appears during contact and is often affected by noise. Therefore, many researchers have consequently relied on vision-based methods for robotic manipulation. However, vision has limitations, such as occlusions that block the camera’s view, making it ineffective or insufficient for dexterous tasks involving contact. This article presents a method for robotic systems operating under quasi-static conditions to perform contact-rich manipulation using only force/torque measurements. First, the interaction forces/torques between the manipulated object and its environment are collected in advance. A potential function is then constructed from the collected f",embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
From Composable Models to Correct-by-Construction Software for Contact-Rich Robotic Mobile-Manipulation Tasks,2025,10.1109/lra.2025.3597864,https://doi.org/10.1109/lra.2025.3597864,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Code-as-Symbolic-Planner: Foundation Model-Based Robot Planning via Symbolic Code Generation,2025,10.1109/iros60139.2025.11247174,https://doi.org/10.1109/iros60139.2025.11247174,robot foundation model uncertainty action planning,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Bimanual Regrasp Planning and Control for Active Reduction of Object Pose Uncertainty,2025,10.1109/lra.2025.3580327,https://doi.org/10.1109/lra.2025.3580327,robot foundation model uncertainty action planning,,uncertainty|active-probing|planning-control,5,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Perspective-Shifted Neuro-Symbolic World Models: A Framework for Socially-Aware Robot Navigation,2025,10.1109/ro-man63969.2025.11217577,https://doi.org/10.1109/ro-man63969.2025.11217577,physics reasoning robot world models,,world-model,5,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Surgical Robot Learning: From Demonstration and Simulation to World Models-A Review,2025,10.36227/techrxiv.175691283.37220268/v1,https://doi.org/10.36227/techrxiv.175691283.37220268/v1,physics reasoning robot world models,,world-model,5,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
An Adaptive Multi-Robot Exploration Framework for Lunar Lava Tubes: Reinforcement Learning-Driven Self-Organized Task Allocation and Local Heuristic Path Planning,2025,10.52202/083076-0091,https://doi.org/10.52202/083076-0091,robot exploration uncertainty active learning,,active-probing|planning-control,5,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
ToMPC: Task-Oriented Model Predictive Control via ADMM for Safe Robotic Manipulation,2025,10.1109/lra.2025.3579205,https://doi.org/10.1109/lra.2025.3579205,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Bimanual Robotic Eye Manipulation Using Adaptive Sclera Force Control: Toward Safe Retinal Vein Cannulation,2025,10.1109/tmrb.2025.3617962,https://doi.org/10.1109/tmrb.2025.3617962,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Kinesthetic guidance and kinematic control of bimanual mobile robot for object manipulation under constraints,2025,10.12681/eadd/60293,https://doi.org/10.12681/eadd/60293,safe probing robot manipulation uncertainty,"Η συγκεκριμένη διατριβή στοχεύει στην αντιμετώπιση των προκλήσεων που υπάρχουν στο έλεγχο, την κιναισθητική καθοδήγηση και στην οδηγούμενη από αισθητήρια ρομποτική συγκομιδή σταφυλιών στα δίχειρα αυτοκινούμενα ρομπότ, για τις οποίες η τρέχουσα βιβλιογραφία είναι ελλιπής. Για την παραγωγή κίνησης σε ένα δίχειρο αυτοκινούμενο ρομπότ με ασφάλεια και αποδοτικότητα προτείνεται ένα ιεραρχικό πλαίσιο βελτιστοποίησης, το οποίο ενσωματώνει περιορισμούς ασφαλείας, όπως αποφυγή συγκρούσεων και ορίων των αρθρώσεων, και βελτιστοποίηση μετρικών χειρισιμότητας. Αντιμετωπίζοντας αυτούς τους περιορισμούς με αυτόν τον τρόπο, το προτεινόμενο πλαίσιο μας επιτρέπει να επικεντρωνόμαστε κάθε φορά στην επιτελούμενη εργασία, και όχι στους περιορισμούς του υπόλοιπου ρομποτικού συστήματος. Η προτεινόμενη μεθοδολογία επαληθεύθηκε και αξιολογήθηκε πειραματικά σε διάφορα ρομποτικά συστήματα και εργασίες. Επιπλέον, γι",embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
GUARDIAN: Guarding Against Uncertainty and Adversarial Risks in Robot-Assisted Surgeries,2025,10.1007/978-3-031-73158-7_6,https://doi.org/10.1007/978-3-031-73158-7_6,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Generalize by Touching: Tactile Ensemble Skill Transfer for Robotic Furniture Assembly,2024,10.1109/icra57147.2024.10610567,https://doi.org/10.1109/icra57147.2024.10610567,visual tactile world model ensemble robotics,,model-disagreement|embodied-manipulation|sim2real,5,embodied prediction under contact ambiguity,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Masked Visual-Tactile Pre-training for Robot Manipulation,2024,10.1109/icra57147.2024.10610933,https://doi.org/10.1109/icra57147.2024.10610933,visual tactile world model ensemble robotics,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
FOTS: A Fast Optical Tactile Simulator for Sim2Real Learning of Tactile-Motor Robot Manipulation Skills,2024,10.1109/lra.2024.3396665,https://doi.org/10.1109/lra.2024.3396665,visual tactile world model ensemble robotics,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
On the Role of the Action Space in Robot Manipulation Learning and Sim-to-Real Transfer_supp1-3398428.mp4,2024,10.1109/lra.2024.3398428/mm1,https://doi.org/10.1109/lra.2024.3398428/mm1,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
On the Role of the Action Space in Robot Manipulation Learning and Sim-to-Real Transfer,2024,10.1109/lra.2024.3398428,https://doi.org/10.1109/lra.2024.3398428,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contactless Surface Following with Acceleration Limits: Enhancing Robot Manipulator Performance through Model Predictive Control,2024,10.23919/ecc64448.2024.10591035,https://doi.org/10.23919/ecc64448.2024.10591035,model predictive control ensemble disagreement robot,,embodied-manipulation|planning-control,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
GenCHiP: Generating Robot Policy Code for High-Precision and Contact-Rich Manipulation Tasks,2024,10.1109/iros58592.2024.10801525,https://doi.org/10.1109/iros58592.2024.10801525,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robust Control of Contact-Rich Robots via Neural Bayesian Inference,2024,10.18122/td.2091.boisestate,https://doi.org/10.18122/td.2091.boisestate,contact-rich manipulation world model uncertainty,"We provide several data-driven control design frameworks for contact-rich robotic systems. These systems exhibit continuous state flows and discrete state transitions, which are governed by distinct equations of motion. Hence, it is difficult to design a single policy that can control the system in all modes. Typically, hybrid systems are controlled by multi-modal policies, each manually triggered based on observed states. However, as the number of potential contacts increase, the number of policies can grow exponentially and the control-switching scheme becomes too complicated to parameterize. To address this issue, we design contact-aware data-driven controllers given by deep-net mixture of experts. This architecture automatically finds a switching-control scheme that can achieve the desired overall performance of the system, and a gating network, which determines the region of validit",uncertainty|embodied-manipulation|planning-control,5,embodied prediction under contact ambiguity,Bayesian uncertainty,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Remote Life Support Robot Interface System for Global Task Planning and Local Action Expansion Using Foundation Models,2024,10.1109/humanoids58906.2024.10769852,https://doi.org/10.1109/humanoids58906.2024.10769852,robot foundation model uncertainty action planning,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Performing forceful robot manipulation tasks,2024,10.1126/scirobotics.ado8051,https://doi.org/10.1126/scirobotics.ado8051,safe probing robot manipulation uncertainty,"A planning framework enables a robot to perform forceful manipulation tasks, such as opening a push-twist medicine bottle.",embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hierarchical Real-time Motion Planning for Safe Multi-robot Manipulation in Dynamic Environments*,2024,10.1109/icarm62033.2024.10715905,https://doi.org/10.1109/icarm62033.2024.10715905,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
On Uncertainty for Ill-Posed Robot Decision Problems,2024,10.33915/etd.12569,https://doi.org/10.33915/etd.12569,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
EMG-Based Shared Control Framework for Human-Robot Co-Manipulation Tasks,2024,10.5220/0012943600003822,https://doi.org/10.5220/0012943600003822,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Homotopic Path Set Planning for Robot Manipulation and Navigation,2024,10.15607/rss.2024.xx.039,https://doi.org/10.15607/rss.2024.xx.039,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Motion Planning Model and Control Strategy of Corn Inspection Robot,2023,10.21203/rs.3.rs-3178044/v1,https://doi.org/10.21203/rs.3.rs-3178044/v1,embodied uncertainty planning robot model disagreement,"Abstract In order to understand the growth condition of corn crop in real time, this paper designs an inspection robot for corn growth information collection, and proposes a path planning method for corn growth information collection robot based on Yolo v4. Firstly, the maize inspection robot adopts Kinect v2.0 camera to collect images of maize rootstalk information, and processes the images through the IPC to build a sample library of maize rootstalk, on which the Yolo v4 network model is used to train the maize rootstalk images. The accuracy of Yolo v4 is found to be 10.48% higher than that of the Faster R-CNN model. After that, we fit the robot's walking path based on the recognition results, and convert the image pixel coordinates into spatial coordinates through coordinate conversion to obtain the robot's walking path in the actual field environment. Finally, a prototype inspection ",planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active control time: an objective performance metric for trainee participation in robotic surgery,2023,10.1007/s11701-023-01628-5,https://doi.org/10.1007/s11701-023-01628-5,robotic active probing model disagreement,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe Sim-to-Real Robot Exploration with Constrained Bayesian Optimization,2023,10.1109/cac59555.2023.10451786,https://doi.org/10.1109/cac59555.2023.10451786,sim-to-real world model ensemble robot,,uncertainty|active-probing|sim2real,5,transfer under dynamics mismatch,Bayesian uncertainty,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contact Reduction with Bounded Stiffness for Robust Sim-to-Real Transfer of Robot Assembly,2023,10.1109/iros55552.2023.10341866,https://doi.org/10.1109/iros55552.2023.10341866,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Dynamic Control of a Cable-Driven Parallel Robot Allowing Wrapping Phenomenon through Sim-to-Real Deep Reinforcement Learning,2023,10.1109/icarm58088.2023.10218923,https://doi.org/10.1109/icarm58088.2023.10218923,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid Model Predictive Control for Autonomous Emergency Evacuation Robot,2023,10.36227/techrxiv.21441690.v2,https://doi.org/10.36227/techrxiv.21441690.v2,model predictive control ensemble disagreement robot,"This paper presents an approach for optimizing trajectories of autonomous vehicles in evacuation scenarios, particularly for the transportation of handicapped individuals, animals, and products. First, the hybrid model predictive control (HMPC) technique takes into account partially known infrastructure and dynamic obstacles, and allows for multiple secure destinations. The approach utilizes a platform-specific dynamics model, a global cost-to-go (CTG) function, and contextual awareness. In addition, the CTG function is generated using a Dijkstra algorithm and pseudo priority queues (PPQ), and allows for efficient trajectory planning on large maps. Furthermore, the control actions are generated in real-time using a high-frequency MPC process based on stochastic dynamic programming (SDP), using the most recent CTG information and a model of the vehicle dynamics and the perceived environme",world-model|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A novel human-robot skill transfer method for contact-rich manipulation task,2023,10.1108/ria-01-2023-0002,https://doi.org/10.1108/ria-01-2023-0002,contact-rich manipulation world model uncertainty,"Purpose The purpose of this paper is to enhance the robot’s ability to complete multi-step contact tasks in unknown or dynamic environments, as well as the generalization ability of the same task in different environments. Design/methodology/approach This paper proposes a framework that combines learning from demonstration (LfD), behavior tree (BT) and broad learning system (BLS). First, the original dynamic motion primitive is modified to have a better generalization ability for representing motion primitives. Then, a BT based on tasks is constructed, which will select appropriate motion primitives according to the environment state and robot ontology state, and then the BLS will generate specific parameters of the motion primitives based on the state. The weights of the BLS can also be optimized after each successful execution. Findings The authors carried out the tasks of cleaning the",embodied-manipulation|sim2real,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
An Open Tele-Impedance Framework to Generate Data for Contact-Rich Tasks in Robotic Manipulation,2023,10.1109/arso56563.2023.10187436,https://doi.org/10.1109/arso56563.2023.10187436,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A review on reinforcement learning for contact-rich robotic manipulation tasks,2023,10.1016/j.rcim.2022.102517,https://doi.org/10.1016/j.rcim.2022.102517,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Bridging Active Exploration and Uncertainty-Aware Deployment Using Probabilistic Ensemble Neural Network Dynamics,2023,10.15607/rss.2023.xix.086,https://doi.org/10.15607/rss.2023.xix.086,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Learning of the Conformational Ensemble of Proteins using Maximum Entropy VAMPNets,2023,10.1101/2023.01.12.523801,https://doi.org/10.1101/2023.01.12.523801,active learning robotics uncertainty ensemble,"Abstract Rapid computational exploration of the free energy landscape of biological molecules remains an active area of research due to the difficulty of sampling rare state transitions in Molecular Dynamics (MD) simulations. In recent years, an increasing number of studies have exploited Machine Learning (ML) models to enhance and analyze MD simulations. Notably, unsupervised models that extract kinetic information from a set of parallel trajectories have been proposed, including the variational approach for Markov processes (VAMP), VAMPNets, and time-lagged variational autoencoders (TVAE). In this work, we propose a combination of adaptive sampling with active learning of kinetic models to accelerate the discovery of the conformational landscape of biomolecules. In particular, we introduce and compare several techniques that combine kinetic models with two adaptive sampling regimes (le",model-disagreement|uncertainty|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Service Robot Active Object Detection based on Spatial Exploration using Deep Recurrent Q-learning Network,2023,10.1109/robio58561.2023.10354931,https://doi.org/10.1109/robio58561.2023.10354931,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
The Convex Uncertain Voronoi Diagram for Safe Multi-Robot Multi-Target Tracking Under Localization Uncertainty,2023,10.1007/s10846-023-01986-0,https://doi.org/10.1007/s10846-023-01986-0,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Motion-planning based Robot Manipulation,2023,10.31219/osf.io/kdhrp,https://doi.org/10.31219/osf.io/kdhrp,safe probing robot manipulation uncertainty,"Deformable linear objects (DLOs) are present in a variety of industrial processes, and manipulating them is difficult for autonomous robots that are involved in the process. The unique properties of this class of objects must be taken into consideration, necessitating particular approaches to them. Due to the difficulty of computing all conceivable interactions, systems designed to handle the manipulation of such objects face problems with processing times .In this study, we offer a system that can build brief plans, made up of up to two phases, capable of bringing an input DLO to a specific goal configuration. Our work’s key con- tribution is this planning approach for DLO easy manipulation with the new feature of using a license-free simulation engine to quickly and easily process the object’s physical interactions. We reduce the computational burden of plan production by integrating t",embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Surgical Robotic Framework for Safe and Autonomous Data-Driven Learning and Manipulation of an Unknown Deformable Tissue with an Integrated Critical Space,2023,10.1142/s2424905x23400019,https://doi.org/10.1142/s2424905x23400019,safe probing robot manipulation uncertainty,"Aside from reliable robotic hardware and sensing technologies, to successfully transition from teleoperation to an autonomous and safe minimally invasive robotic surgery on unknown Deformable Tissues (U-DTs), various challenges need to be simultaneously considered and tackled to ensure safety and accuracy of the procedure. These challenges mainly include but are not limited to online modeling and reliable tracking of a U-DT with integrated critical tissues as well as development of reliable and fast control algorithms to enable safe, accurate, and autonomous surgical procedures. To collectively and simultaneously address these challenges and toward performing an autonomous and safe minimally invasive robotic surgery in a confined environment, in this paper, we present a surgical robotic framework with (i) real-time vision-based detection algorithm based on a Convolutional Neural Network ",embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty Estimation for Safe Human-Robot Collaboration Using Conservation Measures,2023,10.1007/978-3-031-22216-0_7,https://doi.org/10.1007/978-3-031-22216-0_7,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid LMC: Hybrid Learning and Model-based Control for Wheeled Humanoid Robot via Ensemble Deep Reinforcement Learning,2022,10.1109/iros47612.2022.9981913,https://doi.org/10.1109/iros47612.2022.9981913,robot world model ensemble disagreement,,model-disagreement|planning-control,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Kinematic Model and Active Steering Control for a Robotic Mechanically Linked Transport Vehicle Platooning,2022,10.1109/telecom56127.2022.10017309,https://doi.org/10.1109/telecom56127.2022.10017309,robotic active probing model disagreement,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Project on Student Editorial Committee: Report on the 39th Annual Conference of the Robotics Society of Japan (Organized Session: Robot Manipulation Based on Visual and Tactile Sensing (1/3)),2022,10.7210/jrsj.40.613,https://doi.org/10.7210/jrsj.40.613,visual tactile world model ensemble robotics,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Reinforcement Learning based Hierarchical Control for Path Tracking of a Wheeled Bipedal Robot with Sim-to-Real Framework,2022,10.1109/sii52469.2022.9708882,https://doi.org/10.1109/sii52469.2022.9708882,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
